eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85140000721,10.1016/j.buildenv.2022.109661,S0360132322008915,,Building occupancy modelling at the district level: A combined copula-nested hazard-based approach,ar,Article,Hou H.,,Imperial College London,London,United Kingdom,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109661,,,,5,1,repositoryvor,Green,,,
2-s2.0-85139858958,10.1016/j.buildenv.2022.109682,S036013232200912X,,Thermal responses and skin temperature to moderate temperature ramps in winter: An office-lab study,ar,Article,Yang Y.,,Ministry of Industry and Information Technology;Harbin Institute of Technology,Beijing;Harbin,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109682,,,,15,0,,,,,
2-s2.0-85139831869,10.1016/j.buildenv.2022.109670,S0360132322009003,,Influence analysis of space configuration on cooling load of a large semi-closed atrium in hot and humid region,ar,Article,Xu F.,,South China University of Technology,Guangzhou,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109670,,,,7,0,,,,,
2-s2.0-85139597104,10.1016/j.buildenv.2022.109643,S0360132322008733,,Factors influencing indoor air pollution in buildings using PCA-LMBP neural network: A case study of a university campus,ar,Article,Zhang H.,,University of Florida,Gainesville,United States,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109643,,,,13,0,,,,,
2-s2.0-85139596828,10.1016/j.buildenv.2022.109676,S0360132322009064,,Interaction of exposure to outdoor air pollution and temperature during pregnancy on childhood asthma: Identifying specific windows of susceptibility,ar,Article,Lu C.,,Central South University,Changsha,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109676,,,,2,0,,,,,
2-s2.0-85139595768,10.1016/j.buildenv.2022.109636,S0360132322008666,,Predicting the opening state of a group of windows in an open-plan office by using machine learning models,ar,Article,Nguyen T.H.,,Université Paris-Est Créteil Val de Marne,Creteil,France,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109636,,,,6,1,repositoryam,Green,,,
2-s2.0-85139595505,10.1016/j.buildenv.2022.109680,S0360132322009106,,Hygric properties of porous building materials (VIII): Influence of reduced air pressure,ar,Article,Zhou M.,,"Key Laboratory of New Technology for Construction of Cities in Mountain Area, MOE;Chongqing University",Chongqing;Chongqing,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109680,,,,8,0,repositoryam,Green,,,
2-s2.0-85139595285,10.1016/j.buildenv.2022.109675,S0360132322009052,,Experimental study on the impact of double tilted Venetian blinds on indoor daylight conditions,ar,Article,Gomes M.G.,,CERIS – Civil Engineering Research and Innovation for Sustainability,Lisbon,Portugal,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109675,,,,8,1,publisherhybridgold,Hybrid Gold,,,
2-s2.0-85139594122,10.1016/j.buildenv.2022.109646,S0360132322008769,,Analysing impacts of urban morphological variables and density on outdoor microclimate for tropical cities: A review and a framework proposal for future research directions,re,Review,Banerjee S.,,Singapore Management University,Singapore City,Singapore,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109646,,,,30,1,repositoryvor,Green,,,
2-s2.0-85139592796,10.1016/j.buildenv.2022.109631,S0360132322008617,,A fusion framework for vision-based indoor occupancy estimation,ar,Article,Sun K.,,Beijing National Research Center for Information Science and Technology,Beijing,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109631,,,,15,0,,,,,
2-s2.0-85139591651,10.1016/j.buildenv.2022.109664,S0360132322008940,,Cooling effect of elevated ambient air velocity on thermal comfort when sitting after walking,ar,Article,Jia X.,,Tsinghua University;Ministry of Education of the People's Republic of China,Beijing;Beijing,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109664,,,,11,0,,,,,
2-s2.0-85139393763,10.1016/j.buildenv.2022.109669,S036013232200899X,,Optimal zoning for building zonal model of large-scale indoor space,ar,Article,Lan B.,,City University of Hong Kong,Hong Kong,Hong Kong,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109669,,,,8,0,,,,,
2-s2.0-85139389106,10.1016/j.buildenv.2022.109626,S0360132322008563,,Static downscaling of mesoscale wind conditions into an urban canopy layer by a CFD microscale model,ar,Article,Ricci A.,,Technische Universiteit Eindhoven;KU Leuven,Eindhoven;Leuven,Netherlands;Belgium,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109626,,,,19,1,repositoryam,Green,,,
2-s2.0-85139382661,10.1016/j.buildenv.2022.109637,S0360132322008678,,CFD evaluation of mean and turbulent wind characteristics around a high-rise building affected by its surroundings,ar,Article,Shirzadi M.,,Hiroshima University,Higashihiroshima,Japan,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109637,,,,29,0,,,,,
2-s2.0-85139362027,10.1016/j.buildenv.2022.109648,S0360132322008782,,Parametric study of a novel combination of solar chimney and radiative cooling cavity for natural ventilation enhancement in residential buildings,ar,Article,Suhendri S.,,University of Nottingham,Nottingham,United Kingdom,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109648,,,,16,1,repositoryvor,Green,,,
2-s2.0-85139355584,10.1016/j.buildenv.2022.109644,S0360132322008745,,Flow-field characteristics and ventilation performance of the high-temperature buoyant jet controlled by spray-local exhaust ventilation,ar,Article,Huang Y.,,Xi'an University of Architecture and Technology,Xi'an,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109644,,,,12,0,,,,,
2-s2.0-85139354682,10.1016/j.buildenv.2022.109645,S0360132322008757,,Physiological and psychological effects of exposure to different types and numbers of biophilic vegetable walls in small spaces,ar,Article,Li Z.,,Beihang University,Beijing,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109645,,,,22,0,,,,,
2-s2.0-85139346831,10.1016/j.buildenv.2022.109635,S0360132322008654,,Comparison and analysis of energy loss and flow characteristics of T-junctions via secondary flow and entropy production,ar,Article,Yin Y.,,Xi'an University of Architecture and Technology,Xi'an,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109635,,,,12,0,,,,,
2-s2.0-85139341848,10.1016/j.buildenv.2022.109641,S036013232200871X,,A study on transfer learning in enhancing performance of building energy system fault diagnosis with extremely limited labeled data,ar,Article,Zhang Q.,,Tianjin University,Tianjin,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109641,,,,16,0,,,,,
2-s2.0-85139338734,10.1016/j.buildenv.2022.109642,S0360132322008721,,Simulation study on ventilation design for controlling gaseous pollutants in urban sentry boxes with opening window,ar,Article,Li Y.,,Xi'an University of Architecture and Technology,Xi'an,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109642,,,,9,0,,,,,
2-s2.0-85139324408,10.1016/j.buildenv.2022.109627,S0360132322008575,,4-Year in-situ assessment of a photocatalytic TiO<inf>2</inf>/SiO<inf>2</inf> antifouling treatment for historic mortar in a coastal city,ar,Article,Gemelli G.M.C.,,Universidad de Cádiz,Cadiz,Spain,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109627,,,,6,0,,,,,
2-s2.0-85139320117,10.1016/j.buildenv.2022.109600,S0360132322008307,,Nature-based solutions for urban heat mitigation in historical and cultural block: The case of Beijing Old City,ar,Article,Su W.,,China Agricultural University,Beijing,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109600,,,,20,0,,,,,
2-s2.0-85139310270,10.1016/j.buildenv.2022.109649,S0360132322008794,,Impact of the visitor walking speed and glass barriers on airflow and Bioaerosol particles distribution in the typical open tomb,ar,Article,Liu Z.,,North China Electric Power University (Baoding),Baoding,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109649,,,,9,0,,,,,
2-s2.0-85139309146,10.1016/j.buildenv.2022.109556,S0360132322007867,,A solar forecasting framework based on federated learning and distributed computing,ar,Article,Wen H.,,Xi'an Jiaotong-Liverpool University,Suzhou,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109556,,,,18,0,,,,,
2-s2.0-85139306828,10.1016/j.buildenv.2022.109639,S0360132322008691,,Energy saving potential in open museum spaces: A comparative hygrothermal microclimates analysis,ar,Article,Bakry M.S.,,Faculty of Engineering Mataria,Helwan,Egypt,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109639,,,,7,0,,,,,
2-s2.0-85139304832,10.1016/j.buildenv.2022.109618,S0360132322008484,,Scaled outdoor experimental investigation of thermal environment and surface energy balance in deep and shallow street canyons under various sky conditions,ar,Article,Hang J.,,Sun Yat-Sen University;Guangdong Provincial Observation and Research Station for Climate Environment and Air Quality Change in the Pearl River Estuary,Guangzhou;Guangzhou,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109618,,,,29,0,,,,,
2-s2.0-85139297907,10.1016/j.buildenv.2022.109640,S0360132322008708,,Evaluation of aerosol transmission risk during home quarantine under different operating scenarios: A pilot study,ar,Article,Cheung T.,,National University of Singapore,Singapore City,Singapore,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109640,,,,6,0,repositoryvor,Green,,,
2-s2.0-85139286855,10.1016/j.buildenv.2022.109623,S0360132322008538,,Thermal performance evaluation of window with transparent insulation slats,ar,Article,Yang H.,,Hunan University,Changsha,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109623,,,,2,0,,,,,
2-s2.0-85139282225,10.1016/j.buildenv.2022.109582,S0360132322008125,,Evaluation of ozone removal devices applied in ventilation systems,ar,Article,Tang M.,,Cockrell School of Engineering,Austin,United States,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109582,,,,6,0,,,,,
2-s2.0-85139277512,10.1016/j.buildenv.2022.109657,S0360132322008873,,Regional inequality in the carbon emission intensity of public buildings in China,ar,Article,Gan L.,,Chongqing University,Chongqing,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109657,,,,40,0,,,,,
2-s2.0-85139263836,10.1016/j.buildenv.2022.109628,S0360132322008587,,"Trees on buildings: Opportunities, challenges, and recommendations",ar,Article,Abuseif M.,,Griffith University,Brisbane,Australia,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109628,,,,10,0,repositoryvor,Green,,,
2-s2.0-85139060767,10.1016/j.buildenv.2022.109629,S0360132322008599,,Seasonal variation in leaf area index and its impact on the shading effects of vertical green facades in subtropical areas,ar,Article,Zhang Y.,,South China University of Technology,Guangzhou,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109629,,,,24,0,,,,,
2-s2.0-85139048820,10.1016/j.buildenv.2022.109598,S0360132322008289,,CFD simulations of wind-driven rain on typical football stadium configurations in China's hot-summer and cold-winter zone,ar,Article,Shi L.,,Ministry of Industry and Information Technology;Harbin Institute of Technology,Beijing;Harbin,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109598,,,,11,0,,,,,
2-s2.0-85139045644,10.1016/j.buildenv.2022.109594,S0360132322008241,,"Numerical investigation of heat transfer and fluid motion in air inflatable textiles: Effect of thickness, surface emissivity and ambient temperature",ar,Article,Tu L.,,Zhejiang Sci-Tech University,Hangzhou,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109594,,,,6,0,,,,,
2-s2.0-85139045280,10.1016/j.buildenv.2022.109633,S0360132322008630,,Data-driven performance analysis of a residential building applying artificial neural network (ANN) and multi-objective genetic algorithm (GA),ar,Article,Saryazdi S.m.E.,,Shahid Beheshti University,Tehran,Iran,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109633,,,,52,1,publisherhybridgold,Hybrid Gold,,,
2-s2.0-85139016867,10.1016/j.buildenv.2022.109555,S0360132322007855,,"Field study on the effect of space type, exercise intensity, and wet bulb globe temperature on thermal responses of exercisers",ar,Article,Wang W.,,South China University of Technology,Guangzhou,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109555,,,,10,0,,,,,
2-s2.0-85139014267,10.1016/j.buildenv.2022.109597,S0360132322008277,,Data science and IoT based mobile monitoring framework for hyper-local PM2.5 assessment in urban setting,ar,Article,Swaminathan S.,,Indian Institute of Technology Madras,Chennai,India,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109597,,,,9,0,,,,,
2-s2.0-85138996645,10.1016/j.buildenv.2022.109630,S0360132322008605,,"A field intervention study of the effects of window and door opening on bedroom IAQ, sleep quality, and next-day cognitive performance",ar,Article,Fan X.,,Technical University of Denmark,Lyngby,Denmark,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109630,,,,23,1,repositoryvor,Green,,,
2-s2.0-85138992815,10.1016/j.buildenv.2022.109632,S0360132322008629,,The impact of urban geometry on outdoor thermal comfort in a hot-humid climate,ar,Article,Abd Elraouf R.,,Faculty of Engineering- Port Said University,Port Said,Egypt,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109632,,,,49,0,,,,,
2-s2.0-85138799776,10.1016/j.buildenv.2022.109590,S0360132322008204,,Applications of wide-ranging PIV measurements for various turbulent statistics in artificial atmospheric turbulent flow in a wind tunnel,ar,Article,Ikegaya N.,,Kyushu University,Fukuoka,Japan,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109590,,,,11,1,publisherfree2read,Bronze,,,
2-s2.0-85138799240,10.1016/j.buildenv.2022.109634,S0360132322008642,,Numerical study on the effect of buoyancy-driven pollution source on vortex ventilation performance,ar,Article,Cao Z.,,Xi'an University of Architecture and Technology,Xi'an,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109634,,,,13,0,,,,,
2-s2.0-85138482676,10.1016/j.buildenv.2022.109621,S0360132322008514,,A novel membrane liquid desiccant system for air humidity control,ar,Article,Englart S.,,Politechnika Wrocławska,Wroclaw,Poland,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109621,,,,12,0,,,,,
2-s2.0-85138480646,10.1016/j.buildenv.2022.109620,S0360132322008502,,Unsupervised outlier detection using neural network-based mixtures of probabilistic principal component analyzers for building chiller fault diagnosis,ar,Article,Tra V.,,Concordia Institute for Information Systems Engineering,Montreal,Canada,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109620,,,,11,0,,,,,
2-s2.0-85138475650,10.1016/j.buildenv.2022.109611,S0360132322008411,,Transient thermal and physiological responses from air-conditioned room to semi-outdoor space in the tropics,ar,Article,Mihara K.,,Kajima Technical Research Institute Singapore,Singapore City,Singapore,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109611,,,,7,0,,,,,
2-s2.0-85138475251,10.1016/j.buildenv.2022.109625,S0360132322008551,,Modeling intra-urban differences in thermal environments and heat stress based on local climate zones in central Wuhan,ar,Article,Cao Q.,,China University of Geosciences,Wuhan,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109625,,,,31,0,,,,,
2-s2.0-85138468591,10.1016/j.buildenv.2022.109601,S0360132322008319,,Overheating of residential buildings in the severe cold and cold regions of China: The gap between building policy and performance,ar,Article,Bo R.,,Ministry of Industry and Information Technology;Harbin Institute of Technology,Beijing;Harbin,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109601,,,,18,0,,,,,
2-s2.0-85138464162,10.1016/j.buildenv.2022.109602,S0360132322008320,,Assessing the applicability of the European standard EN 17037:2018 for office spaces in a cold climate,ar,Article,Sepúlveda A.,,Tallinna Tehnikaülikool,Tallinn,Estonia,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109602,,,,9,0,,,,,
2-s2.0-85138464133,10.1016/j.buildenv.2022.109624,S036013232200854X,,Bioaerosol distribution characteristics and potential SARS-CoV-2 infection risk in a multi-compartment dental clinic,ar,Article,Liu Z.,,North China Electric Power University (Baoding),Baoding,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109624,,,,18,0,repositoryvor,Green,,,
2-s2.0-85138455420,10.1016/j.buildenv.2022.109580,S0360132322008101,,Assessing the indoor air quality and their predictor variable in 21 home offices during the Covid-19 pandemic in Norway,ar,Article,Justo Alonso M.,,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109580,,,,13,1,repositoryvor,Green,,,
2-s2.0-85138454965,10.1016/j.buildenv.2022.109576,S036013232200806X,,"Prediction and optimization of thermal comfort, IAQ and energy consumption of typical air-conditioned rooms based on a hybrid prediction model",ar,Article,Hou F.,,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109576,,,,36,0,,,,,
2-s2.0-85138441400,10.1016/j.buildenv.2022.109565,S0360132322007958,,Thermal adaptation of different set point temperature modes and energy saving potential in split air-conditioned office buildings during summer,ar,Article,Yan H.,,Xi'an University of Architecture and Technology;Henan Polytechnic University,Xi'an;Jiaozuo,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109565,,,,17,0,,,,,
2-s2.0-85138379531,10.1016/j.buildenv.2022.109579,S0360132322008095,,Stochastic models for window opening and air-conditioning usage in mixed-mode offices for a humid subtropical climate in Brazil,ar,Article,Grassi C.,,Karlsruher Institut für Technologie;Universidade de São Paulo,Karlsruhe;Sao Paulo,Germany;Brazil,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109579,,,,8,0,,,,,
2-s2.0-85138372943,10.1016/j.buildenv.2022.109616,S0360132322008460,,Numerical and experimental study of the dynamic thermal resistance of ventilated air-spaces behind passive and active façades,ar,Article,Rahiminejad M.,,École Polytechnique Fédérale de Lausanne,Lausanne,Switzerland,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109616,,,,14,1,repositoryvor,Green,,,
2-s2.0-85138347243,10.1016/j.buildenv.2022.109563,S0360132322007934,,Small public space vitality analysis and evaluation based on human trajectory modeling using video data,ar,Article,Niu T.,,Sichuan University,Chengdu,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109563,,,,39,0,,,,,
2-s2.0-85138345538,10.1016/j.buildenv.2022.109617,S0360132322008472,,An RC-network model in the frequency domain for radiant floor heating coupled with envelopes,ar,Article,Lu L.,,Chongqing University,Chongqing,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109617,,,,13,0,,,,,
2-s2.0-85138210419,10.1016/j.buildenv.2022.109595,S0360132322008253,,Analysis of the impact of construction robots on workers' health,ar,Article,Chen C.,,Tsinghua University,Beijing,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109595,,,,6,0,,,,,
2-s2.0-85138200626,10.1016/j.buildenv.2022.109596,S0360132322008265,,Assessment of sheep wool waste as new resource for green building elements,ar,Article,Parlato M.C.M.,,Università degli Studi di Catania,Catania,Italy,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109596,,,,17,0,,,,,
2-s2.0-85138195918,10.1016/j.buildenv.2022.109586,S0360132322008162,,Airborne infection risk of inter-unit dispersion through semi-shaded openings: A case study of a multi-storey building with external louvers,ar,Article,Zheng J.,,Jimei University,Xiamen,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109586,,,,5,0,repositoryvor,Green,,,
2-s2.0-85138168516,10.1016/j.buildenv.2022.109593,S036013232200823X,,National energy savings potential of cellular shades: A measurement and simulation study,ar,Article,Kunwar N.,,Oak Ridge National Laboratory,Oak Ridge,United States,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109593,,,,1,1,publisherfree2read,Bronze,,,
2-s2.0-85138154391,10.1016/j.buildenv.2022.109587,S0360132322008174,,"The use of Taguchi, ANOVA, and GRA methods to optimize CFD analyses of ventilation performance in buildings",ar,Article,Yuce B.E.,,Bitlis Eren Üniversitesi;Technical University of Denmark,Bitlis;Lyngby,Turkey;Denmark,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109587,,,,52,1,repositoryvor,Green,,,
2-s2.0-85138152579,10.1016/j.buildenv.2022.109589,S0360132322008198,,Sitting comfort analysis and prediction for high-speed rail passengers based on statistical analysis and machine learning,ar,Article,Yuxue B.,,Northwestern Polytechnical University,Xi'an,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109589,,,,8,0,,,,,
2-s2.0-85138146134,10.1016/j.buildenv.2022.109578,S0360132322008083,,FARDA: A fog-based anonymous reward data aggregation security scheme in smart buildings,ar,Article,Li Q.,,Wuyi University;Nanjing University of Science and Technology,Jiangmen;Nanjing,China;China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109578,,,,10,0,,,,,
2-s2.0-85138092443,10.1016/j.buildenv.2022.109528,S0360132322007582,,Water effects on urban heat islands in summer using WRF-UCM with gridded urban canopy parameters — A case study of Wuhan,ar,Article,Zhu D.,,Huazhong University of Science and Technology,Wuhan,China,,,,,2022-11-01,November 2022,Building and Environment,03601323,26874,,Journal,225,,109528,,,,33,0,,,,,
2-s2.0-85143054602,10.1016/j.buildenv.2022.109575,S0360132322008058,,Accelerated environmental performance-driven urban design with generative adversarial network,ar,Article,Huang C.,,North China University of Technology,Beijing,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109575,,,,61,0,,,,,
2-s2.0-85140323457,10.1016/j.buildenv.2022.109527,S0360132322007570,,"Impacts of human movement and ventilation mode on the indoor environment, droplet evaporation, and aerosol transmission risk at airport terminals",ar,Article,Zhao Y.,,Dalian University of Technology,Dalian,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109527,,,,24,0,repositoryvor,Green,,,
2-s2.0-85138826543,10.1016/j.buildenv.2022.109536,S0360132322007661,,Attention-LSTM architecture combined with Bayesian hyperparameter optimization for indoor temperature prediction,ar,Article,Jiang B.,,Nanjing Tech University,Nanjing,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109536,,,,45,0,,,,,
2-s2.0-85138775668,10.1016/j.buildenv.2022.109540,S0360132322007703,,Climate chamber study on thermal comfort of walking passengers at different moving speeds,ar,Article,Jia X.,,Tsinghua University;Ministry of Education of the People's Republic of China,Beijing;Beijing,China;China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109540,,,,13,0,,,,,
2-s2.0-85138456188,10.1016/j.buildenv.2022.109559,S0360132322007892,,"Using in-situ CO<inf>2</inf>, PM<inf>1</inf>, PM<inf>2.5</inf>, and PM<inf>10</inf> measurements to assess air change rates and indoor aerosol dynamics",ar,Article,Westgate S.,,College of Engineering,Atlanta,United States,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109559,,,,12,0,,,,,
2-s2.0-85138106540,10.1016/j.buildenv.2022.109520,S0360132322007508,,Rethinking residential energy storage: GHG minimization potential of a Carbon Reinforced Concrete facade with function integrated supercapacitors,ar,Article,Hatzfeld T.,,United Nations University - Institute for Integrated Management of Material Fluxes and of Resources - UNU-FLORES;Technische Universität Dresden,Dresden;Dresden,Germany;Germany,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109520,,,,6,1,,,,,
2-s2.0-85138106079,10.1016/j.buildenv.2022.109533,S0360132322007636,,"Detecting stressful older adults-environment interactions to improve neighbourhood mobility: A multimodal physiological sensing, machine learning, and risk hotspot analysis-based approach",ar,Article,Torku A.,,Kingston University,Kingston Upon Thames,United Kingdom,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109533,,,,8,1,repositoryvor,Green,,,
2-s2.0-85138099098,10.1016/j.buildenv.2022.109542,S0360132322007727,,Heat recovery ventilation design limitations due to LHC for different ventilation strategies in ZEB,ar,Article,Liu P.,,SINTEF Foundation for Scientific and Industrial Research,Trondheim,Norway,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109542,,,,10,1,publisherhybridgold,Hybrid Gold,,,
2-s2.0-85138091524,10.1016/j.buildenv.2022.109583,S0360132322008137,,Smart control of window and air cleaner for mitigating indoor PM<inf>2.5</inf> with reduced energy consumption based on deep reinforcement learning,ar,Article,An Y.,,Chinese University of Hong Kong,Hong Kong,Hong Kong,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109583,,,,12,0,,,,,
2-s2.0-85138085958,10.1016/j.buildenv.2022.109588,S0360132322008186,,Frontal area index: A review of calculation methods and application in the urban environment,re,Review,Xu F.,,Nanjing University,Nanjing,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109588,,,,26,0,,,,,
2-s2.0-85138069812,10.1016/j.buildenv.2022.109592,S0360132322008228,,Structured packing improves wet scrubbing of airborne molecular contaminants in cleanroom make-up air units,ar,Article,Jin L.,,Beijing University of Technology,Beijing,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109592,,,,0,0,,,,,
2-s2.0-85138069357,10.1016/j.buildenv.2022.109550,S0360132322007806,,Aesthetic appealing wall insulation: A novel approach for uptake of solid wall insulation in the UK,ar,Article,Seifhashemi M.,,University of Salford,Salford,United Kingdom,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109550,,,,3,1,,,,,
2-s2.0-85138057261,10.1016/j.buildenv.2022.109591,S0360132322008216,,Indoor lighting effects on subjective impressions and mood states: A critical review,re,Review,Kong Z.,,Southeast University,Nanjing,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109591,,,,36,0,,,,,
2-s2.0-85138038965,10.1016/j.buildenv.2022.109519,S0360132322007491,,Agent-based modelling using survey data to simulate occupancy patterns and occupant interactions for workplace design,ar,Article,Yu S.,,Universität für Angewandte Kunst Wien,Vienna,Austria,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109519,,,,7,0,,,,,
2-s2.0-85138036571,10.1016/j.buildenv.2022.109585,S0360132322008150,,Dynamic local heating performances of typical heating terminals: Evaluation and comparison based on heat matching coefficient,ar,Article,Duan M.,,Tsinghua University,Beijing,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109585,,,,5,0,,,,,
2-s2.0-85138014350,10.1016/j.buildenv.2022.109561,S0360132322007910,,Experimental studies on spray flow rate optimization to improve outdoor thermal environment and its climate correlation analysis,ar,Article,Meng L.,,Qingdao University of Technology,Qingdao,China,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109561,,,,8,0,,,,,
2-s2.0-85137837113,10.1016/j.buildenv.2022.109502,S0360132322007338,,Isolating the impacts of urban form and fabric from geography on urban heat and human thermal comfort,ar,Article,Nice K.A.,,University of Melbourne,Melbourne,Australia,,,,,2022-10-01,October 2022,Building and Environment,03601323,26874,,Journal,224,,109502,,,,18,0,,,,,
